word,original_forms,length,frequency,log_frequency,difficulty,skip_probability,regression_probability,total_occurrences
adamss,Adams's,6,1.0,0.0,1.0,0.0,0.4166666666666667,12
francis,Francis,7,17.179999999999975,1.235023159495223,0.8877251673186155,0.3333333333333333,0.18333333333333332,60
pursued,pursued,7,2.14,0.3304137733491909,0.9699623842409827,0.08333333333333333,0.0,12
while,"While, while",5,349.4300000000001,2.5433601882117394,0.7687854374352957,0.22916666666666666,0.125,48
serving,serving,7,11.69000000000002,1.067814511161841,0.9029259535307408,0.1527777777777778,0.08333333333333333,72
negotiated,negotiated,10,1.3100000000000003,0.11727129565576423,0.9893389731222032,0.16666666666666666,0.08333333333333333,12
adamsonis,Adams-Onis,9,1.0,0.0,1.0,0.08333333333333333,0.08333333333333333,12
treaty,Treaty,6,4.6899999999999995,0.671172842715083,0.9389842870259014,0.08333333333333333,0.08333333333333333,12
spain,Spain,5,11.0,1.0413926851582251,0.9053279377128886,0.16666666666666666,0.0,12
devised,devised,7,1.47,0.16731733474817603,0.9847893332047112,0.3333333333333333,0.5,12
doctrine,"Doctrine,",8,0.84,-0.07572071393811837,1.0068837012671017,0.08333333333333333,0.08333333333333333,12
lasting,lasting,7,2.3500000000000005,0.37106786227173627,0.966266557975297,0.5,0.5,12
importance,importance.,10,7.650000000000001,0.883661435153618,0.9196671422587618,0.0,0.0,12
braintree,"Braintree,",9,1.0,0.0,1.0,0.16666666666666666,0.20833333333333334,24
separate,separate,8,21.710000000000004,1.33665982345442,0.8784854705950523,0.0,0.4166666666666667,12
acquired,acquired,8,4.47,0.6503075231319365,0.9408811342607332,0.08333333333333333,0.3333333333333333,12
early,early,5,108.03999999999998,2.033584575515413,0.815128674953144,0.16666666666666666,0.125,24
europe,"Europe, Europe,",6,26.820000000000007,1.4284587735155798,0.8701401114985834,0.375,0.125,24
venerable,venerable,9,0.27,-0.5686362358410125,1.051694203258274,0.16666666666666666,0.08333333333333333,12
institutions,institutions,12,1.6299999999999992,0.2121876044039577,0.9807102177814587,0.08333333333333333,0.16666666666666666,12
leiden,Leiden,6,1.0,0.0,1.0,0.08333333333333333,0.25,12
accompanying,accompanying,12,0.92,-0.03621217265444471,1.0032920156958587,0.0,0.16666666666666666,12
elder,elder,5,7.040000000000002,0.8475726591421123,0.9229479400779895,0.16666666666666666,0.25,12
envoy,envoy,5,0.86,-0.0655015487564323,1.0059546862505846,0.6666666666666666,0.5,12
netherlands,Netherlands,11,0.4100000000000001,-0.38721614328026455,1.035201467570933,0.125,0.08333333333333333,24
war,"War, War,, War.",3,174.75,2.2424171844177185,0.7961438923256604,0.3425925925925926,0.08333333333333333,108
1787,1787,4,1.0,0.0,1.0,0.3333333333333333,0.25,12
elected,elected,7,7.25,0.8603380065709931,0.9217874539480916,0.18333333333333332,0.15,60
phi,Phi,3,0.9000000000000002,-0.04575749056067512,1.004159771869152,0.75,0.5833333333333334,12
beta,Beta,4,3.43,0.5352941200427707,0.9513368981779299,0.16666666666666666,0.5,12
kappa,Kappa.,5,1.0399999999999998,0.01703333929878037,0.998451514609202,0.0,0.0,12
studied,studied,7,11.31,1.0534626049254558,0.9042306722795036,0.043478260869565216,0.08695652173913043,23
admitted,admitted,8,9.159999999999998,0.9618954736678501,0.9125549569392865,0.16666666666666666,0.16666666666666666,12
bar,bar,3,85.98,1.9343974407809876,0.8241456872017282,0.5833333333333334,0.0,12
commenced,commenced,9,0.5299999999999999,-0.2757241303992109,1.0250658300362911,0.041666666666666664,0.375,24
practice,practice,8,45.69,1.6598211580557052,0.8491071674494813,0.08333333333333333,0.16666666666666666,12
representatives,"Representatives, Representatives,",15,2.14,0.3304137733491909,0.9699623842409817,0.19148936170212766,0.10638297872340426,47
1830,"1830,",4,1.0,0.0,1.0,0.5833333333333334,0.5,12
serve,serve,5,37.94000000000002,1.5790973265526442,0.8564456975861234,0.20833333333333334,0.041666666666666664,24
congress,"Congress, Congress,",8,8.22000000000001,0.9148718175400508,0.9168298347690869,0.3695652173913043,0.08695652173913043,46
lost,"Lost, lost",4,274.0,2.4377505628203875,0.7783863124708743,0.4,0.2571428571428571,35
electoral,electoral,9,0.5100000000000001,-0.29242982390206346,1.0265845294456424,0.2222222222222222,0.1111111111111111,36
votes,"votes, votes.",5,7.8400000000000025,0.8943160626844388,0.9186985397559605,0.25,0.0,24
election,"election, election,",8,10.980000000000006,1.0406023401140723,0.9053997872623566,0.3541666666666667,0.25,48
1824,"1824,",4,1.0,0.0,1.0,0.25,0.08333333333333333,12
none,none,4,110.60999999999997,2.043794392325779,0.8142005097885653,0.4166666666666667,0.16666666666666666,12
candidates,candidates,10,3.86,0.586587304671755,0.9466738813934766,0.25,0.08333333333333333,12
able,able,4,159.90000000000006,2.2038484637462337,0.7996501396594335,0.4166666666666667,0.041666666666666664,24
secure,secure,6,24.329999999999995,1.386142108930818,0.8739870810062893,0.16666666666666666,0.16666666666666666,12
majority,majority,8,5.119999999999999,0.7092699609758305,0.9355209126385607,0.3333333333333333,0.25,12
vote,"vote, vote,",4,34.330000000000005,1.5356738034257509,0.8603932905976596,0.5416666666666666,0.041666666666666664,24
thereby,thereby,7,1.5500000000000005,0.19033169817029147,0.9826971183481555,0.6666666666666666,0.5,12
putting,putting,7,67.98,1.8323811602470412,0.8334198945229963,0.4166666666666667,0.08333333333333333,12
outcome,outcome,7,3.9399999999999995,0.595496221825574,0.9458639798340388,0.4166666666666667,0.0,12
hands,hands,5,236.53000000000006,2.3738862317891534,0.7841921607464407,0.5833333333333334,0.08333333333333333,12
surprise,surprise,8,88.89999999999999,1.9489017609702135,0.8228271126390715,0.4166666666666667,0.16666666666666666,12
many,many,4,359.4300000000001,2.5556143228862367,0.7676714251921598,0.3142857142857143,0.14285714285714285,35
rival,rival,5,3.7800000000000007,0.5774917998372252,0.947500745469343,0.6666666666666666,0.5,12
jackson,"Jackson,, Jackson.",7,32.669999999999995,1.5141491344754379,0.8623500786840513,0.2916666666666667,0.20833333333333334,24
say,say,3,1639.78,3.2147855851238654,0.7077467649887393,0.4166666666666667,0.0,12
because,because,7,1071.0200000000002,3.0297975808304902,0.7245638562881371,0.20833333333333334,0.125,24
bargain,bargain,7,12.0,1.0791812460476249,0.9018926139956704,0.3333333333333333,0.16666666666666666,12
struck,struck,6,16.199999999999996,1.2095150145426312,0.8900440895870337,0.16666666666666666,0.0,12
clay,"Clay, Clay,",4,12.0,1.0791812460476249,0.9018926139956704,0.5,0.041666666666666664,24
put,put,3,828.4500000000002,2.9182663022793585,0.7347030634291493,0.5,0.25,12
into,into,4,844.59,2.92664593504469,0.7339412786323009,0.5416666666666666,0.041666666666666664,24
worked,worked,6,115.23999999999985,2.0616032496083774,0.8125815227628755,0.16666666666666666,0.25,48
developing,developing,10,5.61,0.7489628612561613,0.9319124671585309,0.16666666666666666,0.16666666666666666,12
federal,"Federal, federal",7,23.0,1.3617278360175928,0.8762065603620366,0.4117647058823529,0.17647058823529413,34
roads,"roads,",5,9.06,0.9571281976768128,0.912988345665744,0.5,0.3333333333333333,12
canals,"canals,",6,0.6500000000000001,-0.18708664335714434,1.0170078766688313,0.25,0.3333333333333333,12
bridges,"bridges,",7,4.8999999999999995,0.6901960800285137,0.9372549018155899,0.16666666666666666,0.08333333333333333,12
lighthouses,"lighthouses,",11,0.25,-0.6020599913279624,1.0547327264843602,0.25,0.0,12
universities,universities,12,1.3900000000000003,0.14301480025409502,0.9869986545223549,0.16666666666666666,0.25,12
defeated,defeated,8,5.569999999999997,0.7458551951737286,0.9321949822569341,0.16666666666666666,0.08333333333333333,24
latters,latter's,7,1.0,0.0,1.0,0.08333333333333333,0.3333333333333333,12
quest,quest,5,6.4099999999999975,0.8068580295188176,0.9266492700437438,0.16666666666666666,0.16666666666666666,12
reelection,"re-election, re-election,, reelection",10,0.6099999999999998,-0.2146701649892329,1.0195154695444757,0.1388888888888889,0.16666666666666666,36
sworn,sworn,5,9.69,0.9863237770507655,0.9103342020862938,0.25,0.3333333333333333,12
replace,replace,7,13.349999999999996,1.1254812657005944,0.897683521299946,0.0,0.0,12
washington,Washington,10,42.0,1.6232492903979006,0.8524318826910999,0.08333333333333333,0.0,12
appointed,appointed,9,5.289999999999999,0.723455672035186,0.9342313025422555,0.08571428571428572,0.05714285714285714,35
1794,"1794,",4,1.0,0.0,1.0,0.4166666666666667,0.08333333333333333,12
portugal,Portugal,8,1.33,0.1238516409670858,0.9887407599120833,0.4166666666666667,0.16666666666666666,12
1796,1796,4,1.0,0.0,1.0,0.5,0.16666666666666666,12
prussia,Prussia,7,0.14000000000000004,-0.8538719643217619,1.0776247240292511,0.25,0.25,12
1797,1797.,4,1.0,0.0,1.0,0.0,0.0,23
abroad,"abroad,, abroad.",6,4.900000000000002,0.6901960800285137,0.9372549018155897,0.08333333333333333,0.08333333333333333,24
met,met,3,191.32999999999996,2.2817830715064464,0.7925651753175957,0.4166666666666667,0.08333333333333333,12
louisa,Louisa,6,1.0,0.0,1.0,0.0,0.4166666666666667,12
catherine,Catherine,9,18.670000000000005,1.2711443179490782,0.8844414256409933,0.08333333333333333,0.25,12
johnson,"Johnson,",7,30.31,1.4815859363676223,0.8653103694211256,0.16666666666666666,0.0,12
merchant,merchant,8,2.86,0.45636603312904295,0.9585121788064508,0.08333333333333333,0.16666666666666666,12
living,living,6,156.5300000000001,2.19459758524251,0.8004911286143171,0.2916666666666667,0.16666666666666666,24
1820,1820.,4,1.0,0.0,1.0,0.0,0.0,12
rather,Rather,6,114.22000000000001,2.0577421558287523,0.8129325312882952,0.0,0.25,12
retire,"retire,",6,9.78,0.9903388547876015,0.9099691950193093,0.4166666666666667,0.08333333333333333,12
would,would,5,1767.8800000000003,3.2474527826756234,0.7047770197567614,0.4166666666666667,0.14583333333333334,48
go,go,2,3793.0400000000004,3.5789874226362675,0.6746375070330667,0.75,0.0,12
win,win,3,134.65000000000003,2.129206357747529,0.8064357856593157,0.25,0.16666666666666666,12
democraticrepublican,Democratic-Republican,20,1.0,0.0,1.0,0.08333333333333333,0.3333333333333333,12
22nd,22nd,4,1.0,0.0,1.0,0.4166666666666667,0.25,12
1831,"1831,",4,1.0,0.0,1.0,0.16666666666666666,0.16666666666666666,12
death,"death, death.",5,216.68999999999983,2.3358388695799546,0.7876510118563683,0.3055555555555556,0.027777777777777776,36
aldous,Aldous,6,1.0,0.0,1.0,0.34782608695652173,0.43478260869565216,23
leonard,Leonard,7,12.430000000000005,1.0944711286416444,0.9005026246689417,0.3142857142857143,0.3142857142857143,35
huxley,"Huxley, Huxley,, Huxley.",6,1.0,0.0,1.0,0.20125786163522014,0.06918238993710692,159
26,"26,",2,1.0,0.0,1.0,0.5416666666666666,0.125,24
1894,"1894, 1894,",4,1.0,0.0,1.0,0.34782608695652173,0.21739130434782608,23
22,"22, 22,",2,1.0,0.0,1.0,0.5652173913043478,0.17391304347826086,23
british,British,7,25.160000000000004,1.4007106367732318,0.872662669384252,0.3829787234042553,0.23404255319148937,47
writer,"writer, writer,",6,23.52999999999998,1.371621927176022,0.875307097529452,0.38028169014084506,0.2112676056338028,71
emigrated,emigrated,9,0.29,-0.5376020021010443,1.0488729092819127,0.13043478260869565,0.34782608695652173,23
produced,produced,8,5.25,0.7201593034059569,0.9345309724176403,0.09090909090909091,0.0,11
brilliant,brilliant,9,35.800000000000004,1.553883026643874,0.8587379066687386,0.2727272727272727,0.09090909090909091,11
minds,minds.,5,21.020000000000003,1.3226327116922236,0.8797606625734342,0.0,0.0,11
great,great,5,820.8600000000005,2.9142690932801227,0.7350664460654431,0.3958333333333333,0.041666666666666664,48
novels,novels,6,3.14,0.496929648073215,0.9548245774478894,0.25,0.0,12
dehumanising,dehumanising,12,1.0,0.0,1.0,0.0,0.08333333333333333,12
aspects,aspects,7,2.690000000000001,0.4297522800024079,0.9609316109088722,0.0,0.16666666666666666,12
progress,"progress,",8,21.25,1.3273589343863303,0.879331005964879,0.5833333333333334,0.4166666666666667,12
brave,Brave,5,31.709999999999997,1.5011962420270886,0.8635276143611735,0.3333333333333333,0.16666666666666666,12
world,"World, World,",5,455.2200000000007,2.658221334447715,0.7583435150502088,0.42592592592592593,0.09259259259259259,108
pacifist,pacifist,8,0.6899999999999998,-0.16115090926274475,1.0146500826602496,0.3333333333333333,0.08333333333333333,12
themes,themes,6,1.1200000000000003,0.04921802267018165,0.9955256343027107,0.5833333333333334,0.5,12
eg,(e.g.,2,0.019999999999999997,-1.6989700043360187,1.1544518185760018,0.5833333333333334,0.16666666666666666,12
eyeless,Eyeless,7,0.06000000000000003,-1.2218487496163564,1.1110771590560329,0.08333333333333333,0.2916666666666667,24
gaza,"Gaza)., Gaza.",4,1.0,0.0,1.0,0.0,0.0,24
strongly,strongly,8,6.709999999999998,0.8267225201689924,0.9248434072573647,0.16666666666666666,0.3333333333333333,12
influenced,influenced,10,2.1000000000000005,0.32221929473391936,0.9707073368423712,0.08333333333333333,0.08333333333333333,12
matthias,Matthias,8,1.0,0.0,1.0,0.25,0.4166666666666667,12
character,character,9,38.159999999999975,1.5816083660320575,0.8562174212698133,0.16666666666666666,0.08333333333333333,24
godalming,"Godalming,",9,1.0,0.0,1.0,0.0,0.5,12
surrey,"Surrey,",6,0.49000000000000016,-0.30980391997148626,1.0281639927246806,0.0,0.08333333333333333,12
wife,"wife, wife,",4,348.91999999999916,2.5427258638037875,0.7688431032905642,0.5319148936170213,0.2553191489361702,94
julia,Julia,5,1.0,0.0,1.0,0.75,0.4166666666666667,12
naturalists,naturalists,11,0.06000000000000002,-1.2218487496163564,1.1110771590560324,0.08333333333333333,0.16666666666666666,12
19th,19th,4,1.0,0.0,1.0,0.5833333333333334,0.08333333333333333,12
century,"Century,, century",7,20.83999999999999,1.3188977146274865,0.8801002077611375,0.21739130434782608,0.043478260869565216,23
darwins,"""Darwin's",7,1.0,0.0,1.0,0.08333333333333333,0.5,12
bulldog,"Bulldog.""",7,4.549999999999999,0.6580113966571125,0.9401807821220807,0.0,0.0,12
julian,Julian,6,7.4099999999999975,0.8698182079793283,0.9209256174564246,0.3181818181818182,0.36363636363636365,22
biologist,biologist,9,1.25,0.09691001300805638,0.9911899988174496,0.24242424242424243,0.18181818181818182,33
noted,noted,5,4.799999999999999,0.6812412373755873,0.9380689784204013,0.18181818181818182,0.0,11
evolutionary,evolutionary,12,1.18,0.07188200730612536,0.9934652720630797,0.09090909090909091,0.09090909090909091,11
theories,theories.,8,5.409999999999999,0.7331972651065694,0.93334570317213,0.0,0.0,11
wells,Wells,5,9.409999999999998,0.9735896234272564,0.911491852415704,0.125,0.16666666666666666,24
1936,1936,4,1.0,0.0,1.0,0.3333333333333333,0.08333333333333333,12
satirist,satirist.,8,0.09999999999999999,-1.0,1.0909090909090906,0.0,0.0,12
week,Week,4,238.51000000000008,2.3775065924066334,0.7838630370539423,0.25,0.25,12
1960s,1960s,5,1.0,0.0,1.0,0.16666666666666666,0.08333333333333333,12
weekly,weekly,6,4.6499999999999995,0.6674529528899541,0.9393224588281862,0.25,0.0,12
satire,satire,6,0.6500000000000001,-0.18708664335714434,1.0170078766688313,0.25,0.0,12
launched,launched,8,3.7599999999999985,0.575187844927661,0.9477101959156671,0.4166666666666667,0.25,12
careers,careers,7,3.0799999999999996,0.4885507165004442,0.9555862984999594,0.4166666666666667,0.0,12
david,David,5,101.88000000000007,2.008088936291577,0.8174464603371298,0.19444444444444445,0.1388888888888889,36
frost,Frost,5,4.799999999999999,0.6812412373755873,0.9380689784204014,0.25,0.08333333333333333,12
millicent,Millicent,9,1.0,0.0,1.0,0.16666666666666666,0.25,12
others,others.,6,99.24,1.996686755600172,0.8184830222181662,0.0,0.0,12
besides,Besides,7,84.86,1.928703027430597,0.8246633611426729,0.0,0.25,12
casino,Casino,6,20.37,1.3089910290001643,0.8810008155454395,0.4166666666666667,0.0,12
royale,Royale,6,0.7800000000000001,-0.10790539730951963,1.009809581573593,0.5833333333333334,0.4166666666666667,12
dramas,dramas,6,0.43,-0.3665315444204134,1.0333210494927647,0.5,0.08333333333333333,12
like,like,4,3998.9600000000014,3.60194706008097,0.6725502672653665,0.6666666666666666,0.0,24
casanova,Casanova,8,3.61,0.5575072019056578,0.9493175270994859,0.25,0.16666666666666666,12
1987,"(1987),",4,1.0,0.0,1.0,0.3333333333333333,0.0,12
shows,shows,5,41.51,1.6181527333785197,0.8528952060564983,0.5217391304347826,0.043478260869565216,23
yes,"Yes,",3,1996.7599999999995,3.3003258681058583,0.69997037562674,0.5,0.3333333333333333,12
scripts,scripts,7,2.3299999999999996,0.36735592102601894,0.9666040071794525,0.16666666666666666,0.0,12
screenplays,"screenplays,",11,0.4100000000000001,-0.38721614328026455,1.0352014675709333,0.0,0.08333333333333333,12
princess,Princess,8,39.590000000000025,1.5975855017522056,0.8547649543861627,0.17391304347826086,0.30434782608695654,23
caraboo,Caraboo,7,1.0,0.0,1.0,0.08333333333333333,0.08333333333333333,12
bbc,BBC,3,1.0,0.0,1.0,0.5833333333333334,0.08333333333333333,12
situation,situation,9,82.49,1.9164013036038758,0.8257816996723749,0.16666666666666666,0.3333333333333333,12
chalk,Chalk.,5,3.590000000000001,0.555094448578319,0.9495368683110622,0.0,0.0,12
bartholomew,Bartholomew,11,0.35000000000000003,-0.4559319556497244,1.04144835960452,0.0,0.5833333333333334,12
j,J.,1,1.0,0.0,1.0,1.0,0.08333333333333333,12
simpson,Simpson,7,6.98,0.843855422623161,0.9232858706706217,0.20833333333333334,0.08333333333333333,24
voiced,(voiced,6,0.35000000000000003,-0.4559319556497244,1.04144835960452,0.6666666666666666,0.3333333333333333,12
nancy,Nancy,5,21.309999999999985,1.328583449714202,0.879219686389618,0.3333333333333333,0.1388888888888889,36
cartwright,Cartwright),10,2.02,0.30535136944662383,0.9722407845957618,0.25,0.0,12
fictional,fictional,9,1.3900000000000003,0.14301480025409502,0.9869986545223549,0.4166666666666667,0.4166666666666667,12
featured,featured,8,1.24,0.09342168516223505,0.9915071195307058,0.16666666666666666,0.08333333333333333,12
animated,animated,8,1.1999999999999997,0.0791812460476248,0.9928017049047616,0.16666666666666666,0.08333333333333333,12
simpsons,Simpsons.,8,1.0,0.0,1.0,0.0,0.0,12
10yearold,10-year-old,9,1.0,0.0,1.0,0.0,0.08333333333333333,12
homer,Homer,5,6.670000000000001,0.8241258339165488,0.9250794696439505,0.16666666666666666,0.16666666666666666,12
marge,Marge,5,4.409999999999999,0.6444385894678387,0.9414146736847419,0.3333333333333333,0.08333333333333333,12
older,older,5,41.86000000000001,1.621799224002668,0.8525637069088484,0.75,0.3333333333333333,12
lisa,Lisa,4,1.0,0.0,1.0,0.5,0.4166666666666667,12
maggie,Maggie.,6,26.899999999999995,1.4297522800024078,0.8700225199997808,0.0,0.0,12
stanley,Stanley,7,18.610000000000003,1.269746373130767,0.8845685115335667,0.25,0.5833333333333334,12
geiger,Geiger,6,2.0,0.3010299956639812,0.9726336367578199,0.0625,0.10416666666666667,48
1885,1885,4,1.0,0.0,1.0,0.6666666666666666,0.08333333333333333,12
marine,Marine,6,14.080000000000013,1.1486026548060928,0.8955815768358094,0.31666666666666665,0.1,60
corps,"Corps, Corps.",5,10.879999999999997,1.036628895362161,0.905761009512531,0.16666666666666666,0.05555555555555555,36
general,"General, general",7,115.39000000000011,2.0621681733517816,0.8125301660589278,0.23333333333333334,0.15,60
lead,lead,4,83.25,1.9203842421783575,0.8254196143474223,0.5,0.3333333333333333,12
middleburg,"Middleburg,",10,1.0,0.0,1.0,0.0,0.25,12
attended,attended,8,3.879999999999998,0.5888317255942076,0.9464698431278,0.058823529411764705,0.14705882352941177,34
normal,Normal,6,70.37,1.8473875510273954,0.832055677179328,0.4166666666666667,0.25,12
industrial,Industrial,10,4.57,0.6599162000698503,0.9400076181754679,0.25,0.16666666666666666,12
llb,LLB,3,0.06000000000000002,-1.2218487496163564,1.1110771590560324,0.4166666666666667,0.08333333333333333,12
stetson,Stetson,7,0.35000000000000003,-0.4559319556497244,1.04144835960452,0.25,0.08333333333333333,12
enlisted,enlisted,8,3.41,0.5327543789924977,0.9515677837279545,0.6666666666666666,0.5833333333333334,12
commissioned,commissioned,12,1.41,0.14921911265537988,0.9864346261222381,0.08333333333333333,0.4166666666666667,12
lieutenant,"Lieutenant, lieutenant",10,104.03999999999998,2.0172003435238346,0.8166181505887419,0.16666666666666666,0.25,24
1909,1909.,4,1.0,0.0,1.0,0.0,0.0,12
attendance,attendance,10,2.6499999999999995,0.42324587393680785,0.9615231023693808,0.3333333333333333,0.08333333333333333,12
officers,"Officers', officers, officers.",8,28.26999999999999,1.4513258084895206,0.868061290137316,0.05555555555555555,0.05555555555555555,36
port,Port,4,14.53,1.1622656142980217,0.8943394896092708,0.25,0.0,12
south,South,5,64.46999999999998,1.809357670211106,0.8355129390717169,0.3611111111111111,0.25,36
carolina,"Carolina,, Carolina;",8,6.2,0.7923916894982539,0.9279643918637955,0.2916666666666667,0.125,24
detachments,detachments,11,0.039999999999999994,-1.3979400086720375,1.1270854553338217,0.3333333333333333,0.08333333333333333,12
aboard,aboard,6,26.63,1.4253711664389412,0.8704208030510051,0.3333333333333333,0.5,12
wisconsin,Wisconsin,9,4.509999999999999,0.6541765418779606,0.9405294052838221,0.16666666666666666,0.4166666666666667,12
bb9,(BB-9),3,1.0,0.0,1.0,0.4166666666666667,0.25,12
delaware,Delaware,8,1.84,0.26481782300953643,0.9759256524536787,0.0,0.25,12
bb28,(BB-28).,4,1.0,0.0,1.0,0.0,0.0,12
action,"""action, action",6,61.079999999999984,1.7858990283843845,0.837645542874147,0.391304347826087,0.21739130434782608,23
distinguished,Distinguished,13,6.18,0.7909884750888159,0.9280919568101075,0.25,0.16666666666666666,12
commanded,commanded,9,1.67,0.22271647114758328,0.9797530480774926,0.16666666666666666,0.3333333333333333,12
amphibious,Amphibious,10,0.59,-0.2291479883578558,1.0208316353052598,0.08333333333333333,0.25,12
battle,battle,6,42.25,1.6258267132857112,0.8521975715194808,0.3333333333333333,0.0,12
okinawa,"Okinawa,",7,1.2699999999999998,0.10380372095595687,0.9905632980949127,0.25,0.16666666666666666,12
command,command,7,43.63,1.6397852129868202,0.8509286170011982,0.4166666666666667,0.16666666666666666,12
tenth,Tenth,5,4.1599999999999975,0.6190933306267431,0.9437187881248411,0.3333333333333333,0.08333333333333333,36
upon,upon,4,62.73000000000001,1.7974752875373345,0.8365931556784242,0.9166666666666666,0.16666666666666666,12
combat,combat,6,13.840000000000002,1.141136090120739,0.8962603554435694,0.4166666666666667,0.08333333333333333,12
lt,Lt.,2,27.37,1.4372747974101239,0.8693386547808979,0.6666666666666666,0.16666666666666666,12
simon,Simon,5,24.860000000000003,1.3955011243056263,0.8731362614267616,0.4166666666666667,0.3333333333333333,12
bolivar,Bolivar,7,0.43,-0.3665315444204134,1.0333210494927647,0.25,0.08333333333333333,12
buckner,"Buckner,",7,1.0,0.0,1.0,0.08333333333333333,0.0,12
commanding,Commanding,10,6.900000000000001,0.8388490907372556,0.9237409917511585,0.3333333333333333,0.3333333333333333,12
relieved,relieved,8,10.269999999999998,1.0115704435972783,0.9080390505820654,0.0,0.25,12
stilwell,Stilwell.,8,1.0,0.0,1.0,0.0,0.0,12
culbert,Culbert,7,0.019999999999999997,-1.6989700043360187,1.1544518185760018,0.0,0.25,12
levy,Levy,4,1.9400000000000002,0.287801729930226,0.9738362063699794,0.25,0.25,12
olson,Olson,5,1.0,0.0,1.0,0.3333333333333333,0.25,24
7,"7,",1,1.0,0.0,1.0,0.7391304347826086,0.13043478260869565,46
1876,1876,4,1.0,0.0,1.0,0.5833333333333334,0.16666666666666666,24
1962,1962),4,1.0,0.0,1.0,0.3333333333333333,0.0,12
politician,politician.,10,3.270000000000001,0.5145477526602863,0.953222931576338,0.0,0.0,24
fillmore,"Fillmore,",8,0.5099999999999999,-0.2924298239020637,1.0265845294456424,0.0,0.16666666666666666,12
utah,Utah,4,4.8999999999999995,0.6901960800285137,0.9372549018155899,0.3333333333333333,0.08333333333333333,12
delilah,Delilah,7,4.1000000000000005,0.6127838567197355,0.9442923766618422,0.4166666666666667,0.4166666666666667,12
2,"2,",1,1.0,0.0,1.0,0.5,0.0,12
1939,"1939, 1939.",4,1.0,0.0,1.0,0.375,0.16666666666666666,24
1943,"1943, 1943,",4,1.0,0.0,1.0,0.3888888888888889,0.2222222222222222,36
1898,1898,4,1.0,0.0,1.0,0.4166666666666667,0.16666666666666666,12
1942,"1942, 1942.",4,1.0,0.0,1.0,0.16666666666666666,0.125,24
attorney,"Attorney, attorney",8,40.38999999999999,1.606273853169988,0.8539751042572735,0.5,0.20833333333333334,24
earl,Earl,4,20.430000000000003,1.3102683666324475,0.8808846939425051,0.4166666666666667,0.3333333333333333,12
warren,Warren.,6,14.78,1.169674434058807,0.8936659605401084,0.0,0.0,12
secularists,Secularists,11,1.0,0.0,1.0,0.08333333333333333,0.3333333333333333,12
america,America.,7,77.91999999999999,1.8916489438705593,0.8280319141935858,0.0,0.0,12
85,"85,",2,1.0,0.0,1.0,0.3333333333333333,0.08333333333333333,12
buried,buried,6,34.080000000000005,1.5324995860946626,0.860681855809576,0.08695652173913043,0.0,23
memorial,Memorial,8,7.060000000000001,0.848804701051804,0.9228359362680182,0.08333333333333333,0.08333333333333333,12
park,Park,4,72.12,1.858055718050365,0.8310858438136036,0.3333333333333333,0.0,12
suburban,suburban,8,2.2899999999999996,0.359835482339888,0.9672876834236467,0.0,0.08333333333333333,12
glendale,Glendale.,8,0.8800000000000002,-0.055517327849831356,1.00504702980453,0.0,0.0,12
prescott,Prescott,8,1.0,0.0,1.0,0.25,0.14583333333333334,48
sheldon,"Sheldon, Sheldon.",7,1.0,0.0,1.0,0.1111111111111111,0.08333333333333333,36
1895,"1895,",4,1.0,0.0,1.0,0.5833333333333334,0.0,12
columbus,"Columbus, Columbus,",8,4.960000000000002,0.6954816764901971,0.9367743930463465,0.16666666666666666,0.16666666666666666,48
senator,Senator,7,33.16000000000001,1.5206145218782363,0.8617623161928877,0.06666666666666667,0.13333333333333333,45
connecticut,"Connecticut, Connecticut),, Connecticut., Connecticut;",11,6.3299999999999965,0.8014037100173543,0.9271451172711507,0.14084507042253522,0.11267605633802817,71
wall,Wall,4,70.69000000000001,1.849357981661299,0.8318765471217001,0.5454545454545454,0.09090909090909091,11
street,Street,6,148.18000000000004,2.170789590446391,0.8026554917776008,0.36363636363636365,0.0,11
executive,"Executive, executive",9,10.610000000000008,1.0257153839013402,0.90675314691806,0.17142857142857143,0.11428571428571428,35
banker,banker,6,4.759999999999999,0.6776069527204932,0.938399367934501,0.45454545454545453,0.09090909090909091,11
brown,Brown,5,60.11999999999992,1.779018971914869,0.8382710025531926,0.288135593220339,0.288135593220339,59
harriman,"Harriman, Harriman,, Harriman.",8,1.0,0.0,1.0,0.0963855421686747,0.03614457831325301,83
flora,Flora,5,2.2400000000000015,0.35024801833416297,0.968159271060531,0.25,0.20833333333333334,24
dorothy,Dorothy,7,17.550000000000004,1.244277120801843,0.8868838981089233,0.25,0.25,12
walker,"Walker),, Walker,",6,15.840000000000009,1.1997551772534742,0.8909313475224111,0.38333333333333336,0.05,60
herbert,Herbert,7,4.22,0.6253124509616734,0.9431534135489391,0.3541666666666667,0.14583333333333334,48
walkers,Walker's,7,0.5099999999999999,-0.2924298239020635,1.0265845294456424,0.20833333333333334,0.0,24
6,"6,",1,1.0,0.0,1.0,0.5714285714285714,0.0,35
together,together,8,383.38999999999993,2.583640780943042,0.7651235653688141,0.3333333333333333,0.16666666666666666,12
jonathan,Jonathan,8,13.94,1.1442627737619906,0.8959761114761827,0.375,0.125,24
those,those,5,753.0200000000001,2.8768065110935157,0.7384721353551349,0.5,0.25,12
attending,attending,9,7.139999999999996,0.8536982117761741,0.9223910716567117,0.125,0.125,24
