word,original_forms,length,frequency,log_frequency,predictability,skip_probability,total_occurrences
enough,enough,6,501.33,2.7001236939300726,0.0,0.2727272727272727,11
electrochemical,electrochemical,15,0.06000000000000001,-1.2218487496163564,0.00010000000000000003,0.2727272727272727,11
helm,helm,4,5.3500000000000005,0.7283537820212285,0.00010000000000000003,0.2727272727272727,11
quarters,quarters,8,16.16,1.2084413564385676,0.0,0.2727272727272727,11
vehicle,vehicle,7,22.610000000000003,1.3543005623453597,0.0,0.2727272727272727,11
nicholas,Nicholas,8,6.799999999999998,0.8325089127062365,0.0,0.2727272727272727,11
einsteins,Einsteins,9,1.0,0.0,0.00010000000000000003,0.2727272727272727,11
persecutors,"persecutors,",11,0.039999999999999994,-1.3979400086720375,0.00010000000000000003,0.2727272727272727,11
physiology,Physiology,10,0.9600000000000002,-0.017728766960431602,0.00010000000000000003,0.2727272727272727,11
munich,Munich,6,2.0399999999999996,0.3096301674258988,0.00010000000000000003,0.2727272727272727,11
trek,Trek,4,4.490000000000001,0.6522463410033232,0.00010000000000000003,0.2727272727272727,11
companion,companion,9,6.329999999999999,0.801403710017355,0.00010000000000000003,0.2727272727272727,11
marbury,Marbury,7,1.0,0.0,0.00010000000000000003,0.2727272727272727,11
actress,"Actress, actress, actress.",7,16.019999999999985,1.204662511748221,7.608695652173919e-05,0.2717391304347826,92
gail,"""Gail, Gail",4,6.629999999999996,0.8215135284047727,9.999999999999999e-05,0.2708333333333333,48
degree,"Degree, degree",6,14.879999999999997,1.1726029312098596,0.18285102577624088,0.26666666666666666,60
house,"House, house",5,514.0,2.710963118995273,0.0021044728098579867,0.26506024096385544,83
clooney,"Clooney, Clooney.",7,1.0,0.0,1.2500000000000004e-05,0.26136363636363635,88
secondary,secondary,9,4.099999999999999,0.6127838567197355,0.0001,0.2608695652173913,23
supported,supported,9,3.650000000000001,0.5622928644564744,7.228373908650157e-05,0.2608695652173913,23
won,"won, won.",3,759.3899999999995,2.8804648738501144,0.0004218837639206069,0.2608695652173913,46
1903,"1903,, 1903.",4,1.0,0.0,0.0001,0.2608695652173913,23
eleanor,"Eleanor, Eleanor,",7,6.919999999999999,0.8401060944567577,5.217391304347828e-05,0.2608695652173913,23
richard,Richard,7,73.82000000000004,1.8681740408596386,5.2173913043478256e-05,0.2608695652173913,46
1928,"1928, 1928.",4,1.0,0.0,5.217391304347828e-05,0.2608695652173913,23
program,"program, program,",7,42.63,1.6297153326471328,0.00036807575968629964,0.2608695652173913,23
1993,"1993, 1993)",4,1.0,0.0,5.217391304347828e-05,0.2608695652173913,23
army,"Army, Army., army.",4,85.68999999999996,1.9329301428307923,0.00041923858683423176,0.2605042016806723,119
brother,"brother, brother,",7,283.9399999999997,2.4532265779981883,0.006213008141173877,0.25925925925925924,81
1960,"(1960), 1960, 1960.",4,1.0,0.0,6.857142857142857e-05,0.2571428571428571,35
died,"(died, died",4,157.22000000000008,2.1965077919396996,0.0021710192480684683,0.2553191489361702,141
grandson,"(grandson, grandson, grandson,",8,7.980000000000008,0.9020028913507278,0.00010000000000000007,0.2535211267605634,71
several,several,7,38.77999999999998,1.5886078047426866,9.999999999999999e-05,0.25,24
example,example,7,29.94,1.4762517960070338,0.0015567945590075195,0.25,12
exportimport,Export-Import,12,1.0,0.0,0.00010000000000000003,0.25,12
large,large,5,41.449999999999996,1.6175245348862928,0.00020997886704262342,0.25,12
usaaf,(USAAF),5,1.0,0.0,0.00010000000000000003,0.25,12
brownings,Browning's,9,1.0,0.0,0.00010000000000000003,0.25,12
reconnaissance,reconnaissance,14,1.7300000000000002,0.23804610312879546,0.00010000000000000003,0.25,12
tehran,Tehran,6,1.0,0.0,0.00010000000000000003,0.25,12
1856,"1856,",4,1.0,0.0,0.00010000000000000003,0.25,12
loretta,Loretta,7,1.0,0.0,0.00010000000000000003,0.25,12
hope,"Hope, hope",4,320.63000000000005,2.5060041550265826,0.000144262841587846,0.25,24
lincoln,"Lincoln,",7,18.729999999999997,1.2725377773752375,0.00010000000000000003,0.25,12
katharine,Katharine,9,1.2899999999999998,0.11058971029924901,0.00010000000000000003,0.25,12
keck,"Keck,",4,0.15999999999999998,-0.7958800173440751,0.00010000000000000003,0.25,12
elizabeth,Elizabeth,9,22.75,1.3569814009931311,9.999999999999999e-05,0.25,24
actresses,actresses,9,2.25,0.35218251811136253,0.00010000000000000003,0.25,12
coming,coming,6,527.0200000000001,2.7218270966638265,0.00010000000000000003,0.25,12
find,find,4,830.96,2.9195801186127714,0.019761584541459095,0.25,12
dorothy,Dorothy,7,17.550000000000004,1.244277120801843,0.00010000000000000003,0.25,12
brevet,brevet,6,0.06000000000000002,-1.2218487496163564,0.00010000000000000003,0.25,12
masters,master's,7,7.569999999999998,0.8790958795000724,0.00010000000000000003,0.25,12
duty,duty,4,50.96,1.7072294193272943,0.0353709845627634,0.25,12
bombers,bombers',7,3.14,0.496929648073215,0.00010000000000000003,0.25,12
magazine,magazine,8,33.199999999999996,1.5211380837040362,0.00037219408003060216,0.25,12
lemay,LeMay,5,1.0,0.0,0.00010000000000000003,0.25,12
used,used,4,344.13999999999993,2.536735154369435,0.00010000000000000003,0.25,12
price,Price,5,53.37,1.7272972028035873,0.00010000000000000003,0.25,12
article,article,7,19.569999999999997,1.2915908256580013,0.00010000000000000003,0.25,12
albert,Albert,6,18.61000000000001,1.2697463731307672,9.999999999999995e-05,0.25,32
prescott,Prescott,8,1.0,0.0,9.999999999999999e-05,0.25,48
belgium,"Belgium,",7,1.2699999999999998,0.10380372095595687,0.00010000000000000003,0.25,12
berkeley,Berkeley,8,3.7800000000000007,0.5774917998372252,0.00010000000000000003,0.25,12
strange,Strange,7,86.43000000000002,1.936664513000075,0.00010000000000000003,0.25,12
offered,offered,7,26.13999999999999,1.4173055832445256,0.00010000000000000003,0.25,12
social,social,6,33.38999999999999,1.5236164190543706,0.00010000000000000003,0.25,12
erith,Erith,5,1.0,0.0,0.00010000000000000003,0.25,12
flora,Flora,5,2.2400000000000015,0.35024801833416297,9.999999999999999e-05,0.25,24
trader,trader,6,1.57,0.19589965240923377,0.00010000000000000003,0.25,12
corazon,"Corazon""",7,1.0,0.0,0.00010000000000000003,0.25,12
whale,"Whale,",5,11.25,1.0511525224473812,0.00010000000000000003,0.25,12
shephard,"Shephard,",8,1.0,0.0,0.00010000000000000003,0.25,12
gallienne,"Gallienne,",9,1.0,0.0,0.00010000000000000003,0.25,12
mystery,mystery,7,22.960000000000004,1.360971883725936,0.00010000000000000003,0.25,12
schwartzman,Schwartzman,11,1.0,0.0,0.00010000000000000003,0.25,12
plantation,plantation,10,3.3299999999999987,0.52244423350632,0.00010000000000000003,0.25,12
jason,Jason,5,35.61000000000001,1.5515719736742535,0.00010000000000000003,0.25,12
1969,1969),4,1.0,0.0,0.00010000000000000003,0.25,12
graduation,"graduation,",10,9.799999999999999,0.991226075692495,0.00010000000000000003,0.25,12
voyages,"voyages,",7,0.33,-0.4814860601221123,0.00010000000000000003,0.25,12
19171919,(1917-1919),8,1.0,0.0,0.00010000000000000003,0.25,12
association,Association,11,8.120000000000001,0.9095560292411752,0.028134555608179252,0.25,12
report,report,6,108.0,2.03342375548695,0.00010000000000000003,0.25,12
course,course,6,487.2200000000002,2.6877251074396002,0.09063428259080274,0.25,12
producer,producer,8,12.47,1.0958664534785427,0.00010000000000000003,0.25,12
designed,designed,8,17.53,1.2437819160937948,0.00010000000000000003,0.25,12
hupp,Hupp,4,1.0,0.0,0.00010000000000000003,0.25,12
georges,George's,7,1.0,0.0,0.00010000000000000003,0.25,12
weapons,weapons,7,40.49,1.6073477767684137,0.00010000000000000003,0.25,12
joined,joined,6,16.490000000000006,1.2172206556445182,0.0003961441659032135,0.25,24
steel,steel,5,18.449999999999996,1.2659963704950792,0.00010000000000000003,0.25,12
collaborated,collaborated,12,0.22000000000000006,-0.6575773191777936,0.00010000000000000003,0.25,12
boards,"boards,",6,4.3500000000000005,0.6384892569546372,0.00010000000000000003,0.25,12
supporter,supporter,9,0.7300000000000001,-0.1366771398795441,0.00010000000000000003,0.25,12
success,"Success,",7,27.25,1.4353665066126613,0.00010000000000000003,0.25,12
godfather,"Godfather, Godfather,",9,5.450000000000002,0.7363965022766422,9.999999999999999e-05,0.25,24
frank,Frank,5,159.38999999999996,2.2024610706294,0.0001011601226796397,0.25,12
1528,"1528,",4,1.0,0.0,0.00010000000000000003,0.25,12
corporate,corporate,9,10.22,1.0094508957986936,0.00010000000000000003,0.25,12
shepley,"Shepley,",7,1.0,0.0,0.00010000000000000003,0.25,12
sacred,Sacred,6,14.020000000000001,1.14674801363064,0.0002038719643254044,0.25,12
bentley,"Bentley,",7,1.0,0.0,0.00010000000000000003,0.25,12
christi,Christi,7,1.0,0.0,0.9271428735649553,0.25,12
duan,Duan,4,0.09999999999999999,-1.0,0.00010000000000000003,0.25,12
canadian,Canadian,8,4.980000000000001,0.6972293427597176,0.00010000000000000003,0.25,12
ancestors,ancestors,9,5.47,0.7379873263334308,0.0003587848702273954,0.25,12
speaker,Speaker,7,6.900000000000001,0.8388490907372556,0.00010000000000000003,0.25,12
banking,banking,7,2.98,0.4742162640762552,0.00010000000000000003,0.25,12
plan,plan,4,145.73,2.16354896490181,0.00010000000000000003,0.25,12
wolsey,Wolsey,6,1.0,0.0,0.00010000000000000003,0.25,12
ironically,"ironically,",10,1.67,0.22271647114758328,0.00010000000000000003,0.25,12
cardinal,"""Cardinal",8,4.079999999999999,0.6106601630898798,0.00010000000000000003,0.25,12
tree,tree,4,65.0,1.8129133566428555,0.00010000000000000003,0.25,12
mer,"Mer,",3,0.7800000000000001,-0.10790539730951963,0.00010000000000000003,0.25,12
briac,Briac,5,1.0,0.0,0.00010000000000000003,0.25,12
roland,Roland,6,5.430000000000003,0.7347998295888468,9.999999999999999e-05,0.25,24
homes,homes,5,14.159999999999998,1.1510632533537504,0.00010000000000000003,0.25,12
111senator,111Senator,10,1.0,0.0,0.00010000000000000003,0.25,12
windaus,Windaus,7,1.0,0.0,0.00010000000000000003,0.25,12
varsity,varsity,7,1.75,0.24303804868629442,0.00010000000000000003,0.25,12
becoming,becoming,8,22.88,1.359456020120987,0.00010538650672977577,0.25,24
honor,honor,5,96.30999999999999,1.9836713828601968,0.00010000000000000003,0.25,12
headed,headed,6,30.77999999999999,1.4882686154954603,0.0011352196823308737,0.25,12
father,"father, father,, father.",6,554.4900000000002,2.7438937182327336,0.01482240524591862,0.25,72
week,Week,4,238.51000000000008,2.3775065924066334,0.00010000000000000003,0.25,12
advice,advice,6,47.98000000000001,1.6810602436318118,0.00010000000000000003,0.25,12
far,Far,3,220.76,2.343920385393226,0.00010000000000000003,0.25,12
stanley,Stanley,7,18.610000000000003,1.269746373130767,0.00010000000000000003,0.25,12
lighthouses,"lighthouses,",11,0.25,-0.6020599913279624,0.00010000000000000003,0.25,12
1825,"1825,",4,1.0,0.0,0.00010000000000000003,0.25,12
canals,"canals,",6,0.6500000000000001,-0.18708664335714434,0.00010000000000000003,0.25,12
sclc,(SCLC),4,1.0,0.0,0.00010000000000000003,0.25,12
nonviolent,"Nonviolent, nonviolent",10,0.63,-0.2006594505464181,9.999999999999994e-05,0.25,36
17941796,"(1794-1796),",8,1.0,0.0,0.00010000000000000003,0.25,12
girls,girl's,5,208.34999999999994,2.3187935047932973,0.00010000000000000003,0.25,12
industrial,Industrial,10,4.57,0.6599162000698503,0.00010000000000000003,0.25,12
curves,curves,6,1.2899999999999998,0.11058971029924901,0.00010000000000000003,0.25,12
stetson,Stetson,7,0.35000000000000003,-0.4559319556497244,0.00010000000000000003,0.25,12
included,included,8,7.490000000000003,0.8744818176994658,0.00010513111614611109,0.25,36
tenure,tenure,6,1.7600000000000005,0.2455126678141499,0.00010000000000000003,0.25,12
novels,novels,6,3.14,0.496929648073215,0.00010000000000000003,0.25,12
coretta,Coretta,7,1.0,0.0,0.00010000000000000003,0.25,12
nils,Nils,4,0.19999999999999998,-0.6989700043360187,0.00010000000000000003,0.25,12
sworn,sworn,5,9.69,0.9863237770507655,0.00010000000000000003,0.25,12
casanova,Casanova,8,3.61,0.5575072019056578,0.00010000000000000003,0.25,12
oakley,Oakley,6,1.0,0.0,9.999999999999999e-05,0.25,24
win,win,3,134.65000000000003,2.129206357747529,0.01397190053656522,0.25,12
adams,"Adams, Adams,",5,9.220000000000022,0.9647309210536337,0.11694498328699665,0.25,192
schwarzeneggers,Schwarzenegger's,15,1.0,0.0,0.00010000000000000003,0.25,12
childhood,childhood,9,14.180000000000005,1.151676230847048,0.002034557796729622,0.25,12
staffordshire,Staffordshire,13,1.0,0.0,0.00010000000000000003,0.25,12
keeping,keeping,7,51.13999999999999,1.708760723690317,0.00010000000000000003,0.25,12
frost,Frost,5,4.799999999999999,0.6812412373755873,0.00010000000000000003,0.25,12
shortened,shortened,9,0.4699999999999998,-0.32790214206428253,0.00010000000000000003,0.25,12
prussia,Prussia,7,0.14000000000000004,-0.8538719643217619,0.00010000000000000003,0.25,12
hospital,hospital,8,124.20000000000003,2.0941215958405617,0.0020671280524787736,0.25,12
satire,satire,6,0.6500000000000001,-0.18708664335714434,0.00010000000000000003,0.25,12
democratic,Democratic,10,3.5499999999999994,0.5502283530550941,0.00010000000000000003,0.25,12
weekly,weekly,6,4.6499999999999995,0.6674529528899541,0.00010000000000000003,0.25,12
former,former,6,18.26999999999999,1.2617385473525364,0.0002082454150023313,0.25,60
cartwright,Cartwright),10,2.02,0.30535136944662383,0.00010000000000000003,0.25,12
eastern,Eastern,7,8.120000000000001,0.9095560292411752,0.00010000000000000003,0.25,12
churches,churches,8,3.0399999999999996,0.4828735836087538,0.00010000000000000003,0.25,12
physician,physician,9,6.139999999999998,0.7881683711411679,9.999999999999999e-05,0.25,24
curve,"curve,",5,4.61,0.6637009253896481,0.00010000000000000003,0.25,12
nottingham,"Nottingham,",10,1.0,0.0,0.00010000000000000003,0.25,12
candidates,candidates,10,3.86,0.586587304671755,0.00010000000000000003,0.25,12
memphis,"Memphis,",7,4.9399999999999995,0.693726948923647,0.00010000000000000003,0.25,12
working,working,7,250.48999999999992,2.3987903927521397,0.00010000000000000003,0.25,12
matthias,Matthias,8,1.0,0.0,0.00010000000000000003,0.25,12
reverend,Reverend,8,18.88,1.2760019899620507,0.00012602371368396128,0.25,24
angeles,"Angeles, Angeles,",7,30.409999999999997,1.4830164201441323,0.3784875002394889,0.25,24
okinawa,"Okinawa,",7,1.2699999999999998,0.10380372095595687,0.00010000000000000003,0.25,12
tennessee,"Tennessee,",9,4.0,0.6020599913279624,0.00010000000000000003,0.25,12
garon,Garon,5,0.039999999999999994,-1.3979400086720375,0.00010000000000000003,0.25,12
bolivar,Bolivar,7,0.43,-0.3665315444204134,0.00010000000000000003,0.25,12
minister,"Minister, Minister,, minister,",8,18.45000000000002,1.2659963704950787,0.00010000000000000005,0.25,60
fame,Fame,4,8.650000000000002,0.9370161074648139,0.3000077309848695,0.25,12
trained,trained,7,18.860000000000003,1.2755416884013095,0.00010000000000000003,0.25,12
jesse,(Jesse,5,25.289999999999996,1.4029488293444048,0.00010000000000000003,0.25,12
levy,Levy,4,1.9400000000000002,0.287801729930226,0.00010000000000000003,0.25,12
votes,"votes, votes.",5,7.8400000000000025,0.8943160626844388,9.999999999999999e-05,0.25,24
1950,"1950, 1950,",4,1.0,0.0,9.999999999999994e-05,0.25,36
leadership,Leadership,10,4.880000000000001,0.6884198220027108,0.00010000000000000003,0.25,12
port,Port,4,14.53,1.1622656142980217,0.00010000000000000003,0.25,12
elston,Elston,6,1.0,0.0,0.00010000000000000003,0.25,12
earliest,earliest,8,2.310000000000001,0.3636119798921442,0.00010138002545922172,0.25,24
christian,Christian,9,15.900000000000004,1.2013971243204513,0.00010000000000000003,0.25,12
mathematician,"mathematician,",13,0.9600000000000003,-0.017728766960431602,0.00010000000000000003,0.25,12
distinguished,Distinguished,13,6.18,0.7909884750888159,0.00010000000000000003,0.25,12
sargent,Sargent,7,1.0,0.0,9.999999999999999e-05,0.25,24
vernon,Vernon,6,3.590000000000001,0.555094448578319,0.00010000000000000003,0.25,12
1824,"1824,",4,1.0,0.0,0.00010000000000000003,0.25,12
american,American,8,102.2200000000003,2.009535876619224,0.0015978588769926213,0.24719101123595505,267
university,"(University, University, University,, University.",10,23.59000000000003,1.3727279408855961,0.08983289819640825,0.24427480916030533,131
office,"Office, office, office.",6,203.89999999999978,2.3094172257781365,8.428571428571433e-05,0.24285714285714285,70
biologist,biologist,9,1.25,0.09691001300805638,9.999999999999995e-05,0.24242424242424243,33
einstein,"Einstein, Einstein,",8,5.269999999999994,0.7218106152125471,0.0043019899962586676,0.2413793103448276,87
william,"William, William.",7,32.40999999999993,1.5106790310322056,9.585524740738056e-05,0.24087591240875914,137
friends,"Friends., friends, friends,",7,305.4500000000003,2.4849401294680287,0.00019733603889643587,0.2391304347826087,46
defense,"Defense, Defense., defense",7,32.65000000000004,1.5138831856110928,0.009418464245804878,0.2361111111111111,72
family,"family, family)., family,, family.",6,354.25,2.5493098589194987,0.0007524758835250987,0.2357142857142857,140
revolution,"Revolution, revolution",10,12.329999999999998,1.0909630765957317,3.5294117647058834e-05,0.23529411764705882,34
general,"General, general",7,115.39000000000011,2.0621681733517816,0.07411173880456329,0.23333333333333334,60
company,"Company, Company,, Company., company, company,, company.",7,147.20000000000044,2.167907810001473,0.0052034231942502925,0.22981366459627328,161
while,"While, while",5,349.4300000000001,2.5433601882117394,0.0003408353527039639,0.22916666666666666,48
1948,"1948, 1948), 1948.",4,1.0,0.0,9.999999999999999e-05,0.22916666666666666,48
railroad,"Railroad, Railroad,",8,12.430000000000005,1.0944711286416444,0.30994749575545893,0.22857142857142856,35
1945,1945,4,1.0,0.0,6.857142857142857e-05,0.22857142857142856,35
began,began,5,32.51,1.5120169694961254,0.0015848527866149827,0.22857142857142856,35
when,"When, when",4,2034.100000000002,3.308372299806309,0.000401492136010511,0.22807017543859648,57
germany,"Germany,, Germany.",7,13.710000000000003,1.1370374547895128,5.0000000000000016e-05,0.22727272727272727,22
portion,"portion, portion,",7,4.329999999999999,0.6364878963533654,0.0001,0.22727272727272727,22
preacher,preacher,8,6.709999999999997,0.8267225201689924,0.000129715441004132,0.22727272727272727,22
woman,"Woman, woman",5,434.62999999999994,2.63811969986024,0.0019660476541076104,0.22727272727272727,22
1879,"1879, 1879,",4,1.0,0.0,5.0000000000000016e-05,0.22727272727272727,22
drama,drama,5,20.16000000000001,1.3044905277734882,0.0001,0.22727272727272727,22
college,"College, College"", College,, college",7,85.18000000000013,1.9303376357377353,0.00012184350529021442,0.225,120
quincy,"Quincy, Quincy,, Quincy.",6,3.98,0.5998830720736877,0.0021920975242834453,0.2222222222222222,36
daughter,"(daughter, daughter, daughter,",8,171.35000000000022,2.2338841087658894,0.00010281109796119047,0.2222222222222222,81
rhode,Rhode,5,1.0,0.0,2.6666666666666673e-05,0.2222222222222222,45
electoral,electoral,9,0.5100000000000001,-0.29242982390206346,9.999999999999994e-05,0.2222222222222222,36
tupelo,"Tupelo, Tupelo,",6,0.24000000000000016,-0.6197887582883937,9.999999999999994e-05,0.2222222222222222,36
rocky,"Rocky, Rocky.",5,15.82,1.199206479161658,0.00017319624578338044,0.2222222222222222,36
joseph,Joseph,6,19.98000000000001,1.3005954838899638,8.135593220338982e-05,0.22033898305084745,59
mother,"mother, mother,, mother.)",6,479.9199999999993,2.681168848929398,0.005690545170480109,0.22033898305084745,59
played,played,6,56.26999999999999,1.7502769151539908,0.00036534499881662146,0.21818181818181817,55
position,"position, position.",8,72.07999999999998,1.8578147779710072,0.00013057663809712172,0.21739130434782608,23
debut,debut,5,2.5900000000000016,0.41329976408125185,0.0001,0.21739130434782608,23
returned,returned,8,24.759999999999994,1.3937506403480808,0.0001,0.21739130434782608,23
century,"Century,, century",7,20.83999999999999,1.3188977146274865,0.3750088481254023,0.21739130434782608,23
socialist,Socialist,9,1.2699999999999998,0.10380372095595684,5.217391304347828e-05,0.21739130434782608,23
accepted,accepted,8,15.709999999999999,1.1961761850399737,5.217391304347828e-05,0.21739130434782608,23
contemporary,contemporary,12,1.9399999999999995,0.2878017299302261,5.217391304347828e-05,0.21739130434782608,23
farm,"Farm., farm",4,30.04,1.4776999283321313,5.217391304347828e-05,0.21739130434782608,23
president,"President, President., president",9,140.6699999999991,2.148201487458507,0.03581166544410765,0.2151394422310757,251
grandfather,"grandfather, grandfather,",11,24.330000000000005,1.386142108930819,7.659574468085102e-05,0.2127659574468085,47
candidate,"candidate, candidate.",9,8.509999999999994,0.9299295600845879,7.659574468085102e-05,0.2127659574468085,47
senate,"Senate, Senate,",6,6.490000000000006,0.8122446968003698,0.0036704587712713273,0.2125,80
records,"Records, Records,, Records.",7,40.51000000000011,1.6075622431835914,3.1858407079646e-05,0.21238938053097345,113
1953,"1953, 1953,, 1953.",4,1.0,0.0,8.450704225352117e-05,0.2112676056338028,71
florida,"Florida, Florida.",7,18.38999999999999,1.2645817292380759,9.999999999999999e-05,0.20833333333333334,48
helen,Helen,5,37.710000000000015,1.5764565324056197,9.999999999999999e-05,0.20833333333333334,24
delano,Delano,6,1.0,0.0,0.46767867529834034,0.20833333333333334,24
because,because,7,1071.0200000000002,3.0297975808304902,0.002480899216558026,0.20833333333333334,24
include,include,7,11.139999999999993,1.04688519083771,9.999999999999999e-05,0.20833333333333334,24
forces,"Forces, Forces,",6,20.86000000000001,1.3193143040905115,0.0001523096695282719,0.20833333333333334,24
singing,singing,7,44.73000000000001,1.6505988981726576,9.999999999999999e-05,0.20833333333333334,24
walkers,Walker's,7,0.5099999999999999,-0.2924298239020635,9.999999999999999e-05,0.20833333333333334,24
rockefeller,"Rockefeller, Rockefeller),",11,1.0,0.0,9.999999999999999e-05,0.20833333333333334,24
serve,serve,5,37.94000000000002,1.5790973265526442,0.0011634223240444155,0.20833333333333334,24
geoffrey,Geoffrey,8,1.0,0.0,9.999999999999999e-05,0.20833333333333334,24
ball,Ball,4,104.96000000000002,2.0210238220315855,0.00010287915503708436,0.20833333333333334,24
derby,"Derby,",5,2.2000000000000006,0.3424226808222064,9.999999999999999e-05,0.20833333333333334,24
artillery,"artillery, artillery,",9,5.489999999999998,0.7395723444500922,9.999999999999999e-05,0.20833333333333334,24
ellery,Ellery,6,1.0,0.0,9.999999999999999e-05,0.20833333333333334,24
simpson,Simpson,7,6.98,0.843855422623161,9.999999999999999e-05,0.20833333333333334,24
wedding,wedding,7,101.43,2.0061664254854317,0.0001592123336715266,0.20833333333333334,24
notable,notable,7,0.6099999999999998,-0.2146701649892329,9.999999999999999e-05,0.20833333333333334,24
adolf,Adolf,5,1.3500000000000008,0.13033376849500616,3.5294117647058834e-05,0.20588235294117646,34
received,received,8,28.159999999999993,1.4496326504700763,0.0006496904749852283,0.20212765957446807,94
huxley,"Huxley, Huxley,, Huxley.",6,1.0,0.0,0.03294791008189605,0.20125786163522014,159
1956,"1956),, 1956,",4,1.0,0.0,6.857142857142857e-05,0.2,35
garret,Garret,6,2.1000000000000005,0.32221929473391936,0.00010000000000000002,0.2,10
citizenship,"citizenship, citizenship,",11,1.3299999999999994,0.12385164096708581,0.00010000000000000002,0.2,20
moons,Moon's,5,2.3500000000000005,0.37106786227173627,0.00010000000000000002,0.2,10
1946,"1946, 1946)",4,1.0,0.0,0.00014626962219110246,0.2,35
robert,Robert,6,63.18000000000004,1.8005796215691319,0.0002351779737232437,0.19791666666666666,96
baldwin,"""Baldwin, Baldwin, Baldwin,",7,1.0,0.0,0.0,0.19696969696969696,66
presidents,"Presidents, presidents.",10,2.7099999999999973,0.43296929087440583,7.608695652173908e-05,0.1956521739130435,46
david,David,5,101.88000000000007,2.008088936291577,9.999999999999994e-05,0.19444444444444445,36
maryland,"Maryland, Maryland,, Maryland.",8,3.1800000000000046,0.5024271199844323,0.00010000000000000007,0.19402985074626866,67
school,"School, School., school, school,",6,333.12000000000086,2.5226007078304473,0.07645038533345541,0.1927710843373494,166
representatives,"Representatives, Representatives,",15,2.14,0.3304137733491909,0.19403709207355496,0.19148936170212766,47
kennedy,"Kennedy, Kennedy,, Kennedy.",7,11.730000000000013,1.0692980121155284,0.10982083931558498,0.19047619047619047,84
television,"Television, television",10,33.90000000000006,1.5301996982030825,0.00010959150334566794,0.18867924528301888,106
presidential,"Presidential, presidential",12,5.590000000000001,0.7474118078864228,0.00022990120055468245,0.1875,48
there,"There, There,, There., there, there.",5,4348.119999999997,3.6383015212971177,8.659162311303308e-05,0.18518518518518517,81
elected,elected,7,7.25,0.8603380065709931,0.0002491500249333024,0.18333333333333332,60
winton,"Winton,",6,1.0,0.0,0.0,0.18181818181818182,11
promote,promote,7,4.409999999999999,0.6444385894678387,0.0,0.18181818181818182,11
debby,Debby,5,1.3900000000000003,0.143014800254095,5.0000000000000016e-05,0.18181818181818182,22
engine,Engine,6,31.88,1.503518312724075,0.0,0.18181818181818182,11
rosemarys,(Rosemary's,9,1.0,0.0,0.0,0.18181818181818182,11
infamous,infamous,8,2.2400000000000007,0.3502480183341628,0.0,0.18181818181818182,11
hodgkin,Hodgkin,7,1.0,0.0,0.0001,0.18181818181818182,22
greatgrandparents,"great-grandparents,",17,1.0,0.0,0.0,0.18181818181818182,11
excelsior,Excelsior,9,0.75,-0.12493873660829992,0.00010000000000000003,0.18181818181818182,11
spock,Spock,5,1.0,0.0,0.00010000000000000003,0.18181818181818182,11
fielding,Fielding,8,2.1200000000000006,0.3263358609287515,0.00010000000000000003,0.18181818181818182,11
appearance,appearance,10,11.590000000000002,1.064083435963596,0.0,0.18181818181818182,11
scoutmaster,scoutmaster,11,0.22000000000000003,-0.6575773191777936,0.0,0.18181818181818182,11
armstrong,"Armstrong,",9,5.18,0.714329759745233,0.0,0.18181818181818182,11
shared,shared,6,10.47,1.0199466816788423,0.00010000000000000003,0.18181818181818182,11
gabriel,Gabriel,7,5.709999999999997,0.756636108245848,5.0000000000000016e-05,0.18181818181818182,22
adam,Adam,4,37.06,1.568905414982879,0.0,0.18181818181818182,11
caregiver,care-giver,9,0.31,-0.5086383061657272,0.00010000000000000003,0.18181818181818182,11
chips,"CHiPs,",5,16.240000000000002,1.2105860249051565,0.00010000000000000003,0.18181818181818182,11
dedham,"Dedham,",6,1.0,0.0,0.0,0.18181818181818182,11
bostonbased,Boston-based,11,1.0,0.0,0.00010000000000000003,0.18181818181818182,11
relocated,relocated,9,0.7999999999999999,-0.09691001300805638,0.0,0.18181818181818182,11
controversial,controversial,13,2.14,0.3304137733491909,0.00010000000000000003,0.18181818181818182,11
vermont,Vermont,7,4.369999999999999,0.6404814369704218,0.0,0.18181818181818182,11
sandlers,Sandler's,8,1.0,0.0,0.0,0.18181818181818182,11
cork,"Cork,",4,2.86,0.456366033129043,0.0,0.18181818181818182,11
version,version,7,16.240000000000002,1.2105860249051565,0.0,0.18181818181818182,11
further,further,7,52.75,1.72222246396973,0.00321882608537636,0.18181818181818182,11
mumy,Mumy,4,1.0,0.0,0.00010000000000000003,0.18181818181818182,11
joshua,Joshua,6,5.450000000000002,0.7363965022766424,0.00010000000000000003,0.18181818181818182,11
resignation,resignation,11,3.75,0.5740312677277188,0.00010000000000000003,0.18181818181818182,11
barrett,Barrett,7,1.0,0.0,0.0,0.18181818181818182,11
voters,voters,6,2.0799999999999996,0.31806333496276157,0.00010000000000000003,0.18181818181818182,11
1792,1792,4,1.0,0.0,0.00012658902950591345,0.18181818181818182,11
travis,Travis,6,13.78,1.1392492175716067,0.0,0.18181818181818182,11
revealed,revealed,8,5.840000000000001,0.7664128471123995,0.0,0.18181818181818182,11
ground,Ground,6,72.47000000000001,1.860158261318279,0.00010000000000000003,0.18181818181818182,11
baltimore,"Baltimore,",9,7.1,0.8512583487190752,0.00010000000000000003,0.18181818181818182,11
